kCluster;avgMae;avgMse;min;max;numClustersWithOneElement;RSS;numRuns
94;0.8733101152688979;0.7834144076191595;1;154;1;1165.3070638697961;4
96;0.8779877792018174;0.7882300159792196;2;112;0;1166.190165299793;5
98;0.8801741355634838;0.7896796892904462;1;212;1;1171.217958796463;4
100;0.8735825146013547;0.7821946802871808;1;141;2;1160.2833940225962;6
102;0.8781968353533194;0.7880621260579231;1;147;1;1159.7114187701561;3
104;0.8747456221563653;0.7845208846052898;1;169;1;1156.9764421548668;5
106;0.873372258063958;0.7813827504358769;1;228;3;1161.3238844626724;3
108;0.8720070858656315;0.780529785052264;1;161;1;1150.0392393855263;4
110;0.8702257436856793;0.7757154297284541;1;117;2;1139.7604975567556;3
112;0.8707786803112789;0.7743607659115381;1;193;6;1143.5729337202715;3
114;0.8812400014061147;0.7873148820693461;1;152;4;1142.7171329031794;3
116;0.8694196120930706;0.7776079480659647;1;127;2;1146.7811666893856;3
118;0.8664879390579436;0.7752226679304466;1;215;2;1136.9598600947445;3
120;0.8666800062253458;0.7721118178077369;1;170;3;1130.4070088516783;3
122;0.8683007420460913;0.7737751213705353;1;120;4;1126.8367923232015;4
124;0.861507020100537;0.7680558454765604;1;169;4;1125.2573952620608;4
126;0.8675692955236864;0.7732266381824048;1;118;2;1119.357716528745;4
128;0.8729918656245494;0.7772733694615088;1;148;4;1120.4132933844035;3
130;0.8632561731779248;0.7685075069205043;1;162;5;1119.590166923465;4
132;0.8674193009184293;0.7715562968318244;1;153;4;1112.787444754693;4
134;0.8734105980005809;0.7778089134350088;1;176;7;1126.7940077425249;3
136;0.8646963694268656;0.7700844520777536;1;95;4;1111.593761114727;4
138;0.8592587863429574;0.764515465173568;1;175;10;1112.3335568705231;4
140;0.8633964631078747;0.7665363405871568;1;121;8;1102.367292612634;4
142;0.8716739301428582;0.7735359963850101;1;206;3;1113.1525136186024;6
144;0.8662848424708942;0.770611597128904;1;149;7;1106.463001977137;5
146;0.8751892773745835;0.7786700719503944;1;163;10;1104.8574501187197;4
148;0.8588597655682366;0.765064992927234;1;167;4;1099.2616398508897;3
150;0.8694732952512212;0.7730346821032237;1;172;3;1098.4201408695953;6
152;0.8576740716846557;0.7597862844305918;1;147;10;1089.0359952493232;4
154;0.8604162862691721;0.7619353249282974;1;154;3;1084.7095131275262;5
156;0.8651667826840143;0.7670303631849346;1;157;11;1089.6774645350133;3
158;0.8644623285637599;0.7668174290584986;1;127;11;1091.0616477967158;3
160;0.8667440775315821;0.7692117882221599;1;207;9;1097.557366073382;3
162;0.8653551618853927;0.7657354551788677;1;157;8;1083.469334416438;5
164;0.8660981927546586;0.7694430822291721;1;131;17;1088.2841783725944;3
166;0.8630062783693984;0.7631747898456449;1;149;7;1072.7140120005088;3
168;0.8527114732071359;0.7547352567319442;1;157;11;1071.0854239227776;4
170;0.8678599738614972;0.7680722419659427;1;184;14;1080.699300409436;4
172;0.8654979846352208;0.766077214288674;1;175;9;1077.9841899072783;5
174;0.8518919208441214;0.7517048508045143;1;149;12;1066.8402596416777;5
176;0.861104463466593;0.7585423860253997;1;127;15;1064.8047203921528;3
178;0.8595104240866689;0.7586162776027633;1;167;8;1068.0477062086375;4
180;0.861190463944015;0.7622646283678102;1;150;9;1059.0098182876857;5
182;0.8617938006621255;0.7628531600839147;1;181;8;1064.8674641101113;5
184;0.8556462750164503;0.7554780252253434;1;110;8;1049.8213419971862;5
186;0.8507354786287697;0.7485068221943277;1;85;12;1043.2069390336524;6
188;0.8577881751033659;0.7605429815413802;1;162;14;1065.3151002498137;3
190;0.866635218657573;0.7677637105251225;1;123;18;1062.5893260379173;4
192;0.8623662152112659;0.7633038432042484;1;119;21;1054.390478926898;3
194;0.8538869411409105;0.7552114404292368;1;138;15;1053.1001666246675;3
196;0.8610444979354346;0.7607287997878355;1;111;13;1038.178500667695;4
198;0.860022055139865;0.7579469619882957;1;96;18;1043.6322442328244;3
200;0.8562650528951236;0.7548183506060449;1;130;14;1039.1951824999248;4
